Prompt,,"System prompt:
Assume you are an expert professor in Software Engineering conducting a systematic literature review.

Your task is to evaluate studies based on specific criteria:
Web of Science,"Lipovanu, I; Pascal, C","A rule-based enhancement of a vision guided, collision-free robotic application",2021,http://dx.doi.org/10.1109/ICSTCC52150.2021.9607077,"This paper presents a rule-based method to solve a collision issue for an industrial robot manipulator. The approach applies a set of rules over the information received from a vision system to consider an extended set of constraints for end-of-arm tooling. Collision-free, finding objects that are safe for gripping or the order of operation are based on a graph dependency mechanism. The interaction among a robot, a vision system, and the developed module is obtained through an IoT system extension. Validated on a real manufacturing system, our method can simplify and improve several robotized applications.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC1 met: Appears focused on single-task / traditional industrial robot tasks (welding/painting/assembly/etc.).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots.",Ambas,Não,
Web of Science,"Brogårdh, T",Robot Control Overview: An Industrial Perspective,2009,http://dx.doi.org/10.4173/mic.2009.3.7,"One key competence for robot manufacturers is robot control, defined as all the technologies needed to control the electromechanical system of an industrial robot. By means of modeling, identification, optimization, and model-based control it is possible to reduce robot cost, increase robot performance, and solve requirements from new automation concepts and new application processes. Model-based control, including kinematics error compensation, optimal servo reference-and feed-forward generation, and servo design, tuning, and scheduling, has meant a breakthrough for the use of robots in industry. Relying on this breakthrough, new automation concepts such as high performance multi robot collaboration and human robot collaboration can be introduced. Robot manufacturers can build robots with more compliant components and mechanical structures without loosing performance and robots can be used also in applications with very high performance requirements, e. g., in assembly, machining, and laser cutting. In the future it is expected that the importance of sensor control will increase, both with respect to sensors in the robot structure to increase the control performance of the robot itself and sensors outside the robot related to the applications and the automation systems. In this connection sensor fusion and learning functionalities will be needed together with the robot control for easy and intuitive installation, programming, and maintenance of industrial robots.",,Não,Não,Igual,IC5 not satisfied: Could not find a publication year between 2020 and 2025 in the record. ; EC1 met: Appears focused on single-task / traditional industrial robot tasks (welding/painting/assembly/etc.).,IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC5 Not Satisfied: Year (2009) is outside 2020–2025.,Ambas,Não,
Web of Science,"Dewi, T; Rusdianasari; Kusumanto, RD; Siproni",Workspace and Collaboration System Design of Two Robot Manipulators,2021,,"Robots working in industries are increasingly in numbers and complexity. These robots need to be collaborated with human or another robot. Therefore, it is necessary to study and design the workspace and collaboration system of two robot manipulators to ensure minimal human intervention in accomplishing their assigned tasks. This paper presents the workspace and collaboration design of two robot manipulators. The kinematics analysis is given to show the workspace design. The safety of two robots is ensure by the application of proximity sensors which are modeled as a spring-damper system. This paper is intended to show the possibility of realizing two robot manipulators collaboration system, which is applicable in industries and agriculture environment.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC2 met: Article focuses on excluded sectors (military/space/domestic/entertainment).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. EC2 Met: Focus appears to be on excluded sectors (military, space, domestic, entertainment).",Ambas,Não,
Web of Science,"Peng, JH; Li, IH; Chien, YH; Hsu, CC; Wang, WY",Multi-Robot Path Planning Based on Improved D* Lite Algorithm,2015,,"This paper proposes an improved multi-robot path planning algorithm for finding the path via interacting with multiple robots. The task is to find the path with a minimum amount of computation time by using fast re-planning algorithm. To solve multi-robot path planning problem which cannot be executed in real-time, we regard other robots, exclusive the origin robot, as obstacles. Therefore, the robot uploads location information to the MySQL server to plan a safe distance between robots.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. IC5 Not Satisfied: Year (2015) is outside 2020–2025.",Ambas,Não,
Web of Science,"Matoui, F; Boussaid, B; Metoui, B; Frej, GB; Abdelkrim, MN",Path planning of a group of robots with potential field approach: decentralized architecture,2017,http://dx.doi.org/10.1016/j.ifacol.2017.08.1822,"This paper deals with the path planning problem of a group of autonomous Wheeled Mobile Robots in a very dynamic workspace. The idea consists of considering the system of group of robots as a robot network with decentralized architecture. Each robot plans its trajectory according to its actual position, the position of the other neighbor robots, the position of the obstacles and the position of its target point. So each robot should interact with the other robots in the network to cooperate together in order to plan each robot trajectory. The path planning for every robot is planned based on the potential field approach. The network reacts with the changes of workspace in real time by updating the system equations associated for each robot. The main objective of this work is to avoid collision between robots and obstacles in order to ensure the safety of robots. The solution is tested and simulated with Matlab/Simulink and Solidworks/Simmechanics. (C) 2017, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved.",PARALLEL MANIPULATOR; SURFACE-TREATMENT; CONTROL DESIGN; FUZZY CONTROL; OPTIMIZATION; PRECISION; COMPENSATION; ALGORITHM; POSITION; SPEED,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC2 met: Article focuses on excluded sectors (military/space/domestic/entertainment).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. IC5 Not Satisfied: Year (2017) is outside 2020–2025. EC2 Met: Focus appears to be on excluded sectors (military, space, domestic, entertainment).",Ambas,Não,
Web of Science,"Guo, WJ; Li, RF; Zhu, YG; Yang, T; Qin, R; Hu, ZX",A Robotic Deburring Methodology for Tool Path Planning and Process Parameter Control of a Five-Degree-of-Freedom Robot Manipulator,2019,http://dx.doi.org/10.3390/app9102033,"Industrial robotics is a continuously developing domain, as industrial robots have demonstrated to possess benefits with regard to robotic automation solutions in the industrial automation field. In this article, a new robotic deburring methodology for tool path planning and process parameter control is presented for a newly developed five-degree-of-freedom hybrid robot manipulator. A hybrid robot manipulator with dexterous manipulation and two experimental platforms of robot manipulators are presented. A robotic deburring tool path planning method is proposed for the robotic deburring tool position and orientation planning and the robotic layered deburring planning. Also, a robotic deburring process parameter control method is proposed based on fuzzy control. Furthermore, a dexterous manipulation verification experiment is conducted to demonstrate the dexterous manipulation and the orientation reachability of the robot manipulator. Additionally, two robotic deburring experiments are conducted to verify the effectiveness of the two proposed methods and demonstrate the highly efficient and dexterous manipulation and deburring capacity of the robot manipulator.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC1 met: Appears focused on single-task / traditional industrial robot tasks (welding/painting/assembly/etc.).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. IC5 Not Satisfied: Year (2019) is outside 2020–2025.",Ambas,Não,
Web of Science,"Aliev, K; Antonelli, D",Analysis of Cooperative Industrial Task Execution by Mobile and Manipulator Robots,2019,http://dx.doi.org/10.1007/978-3-030-18715-6_21,"The emergence of mobile robots as a flexible upgrade of industrial AGVs and the simultaneous diffusion of collaborative manipulators pose new problems for the organization of work in industrial plants. The new robots address work environments characterized by limited automation and unstructured layouts. Present study is aimed at demonstrating that, using commercially available technologies, it is possible to assure a fruitful collaborative interaction among three main actors of the factory of tomorrow: the human operator, the mobile robot and the manipulator.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. IC5 Not Satisfied: Year (2019) is outside 2020–2025.",Ambas,Não,
Web of Science,"Kuzin, S; Sziebig, G","SROS: Educational, Low-cost Autonomous Mobile Robot Design Based on ROS",2020,http://dx.doi.org/10.1109/sii46433.2020.9025974,"The paper describes the design process of a low-cost mobile robot based on the Arduino platform and powered by the Robot Operating System (ROS) to perform autonomous navigation, with a special focus on education. The paper contains an overview of the Robot Operation System structure, working principles, and application to real mobile robots. At the same time, consider the theory of Simultaneous Localization and Mapping (SLAM) and ways of its implementation in the practice. The practical part contains the description of the construction process of a differential drive mobile robot, the establishment of remote control and full integration process of Robot Operating System to the robot for self-localization, indoor mapping, and autonomous navigation purpose. The test results and performance are discussed and analysed.",DESIGN,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots.",Ambas,Não,
Web of Science,"Cao, BS; Sun, K; Gu, YK; Jin, MH; Liu, H",Humanoid Robot Torso Motion Planning Based on Manipulator Pose Dexterity Index,2020,http://dx.doi.org/10.1088/1757-899X/853/1/012040,"Humanoid robot operation task is mainly executed with arm-torso system. The torso system can effectively increase humanoid robot arm operation range and vision range of the humanoid robot, but it also increases the difficulty of the humanoid robot motion planning. Humanoid robot torso increases humanoid robot arm operation range by changing the pose of the robot arm base and it also reconstruct humanoid robot arm workspace pose dexterity. Humanoid robot torso position is optimized with manipulator pose dexterity in different humanoid robot arm sub-workspace. For different operation tasks, the indicators to be considered for the position of the torso joint include: whether the robot arm can grasp the target position, whether the specified motion trajectory can be reached, and whether it has higher dexterity in specified motion trajectory. In this paper, we consider higher manipulator pose dexterity sub-workspace is better operation position, and we introduce a scheme to optimize torso joint position.",SIMULTANEOUS LOCALIZATION,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC2 met: Article focuses on excluded sectors (military/space/domestic/entertainment).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. EC2 Met: Focus appears to be on excluded sectors (military, space, domestic, entertainment).",Ambas,Não,
Web of Science,"Luo, RC; Lee, SL; Wen, YC; Hsu, CH",Modular ROS Based Autonomous Mobile Industrial Robot System for Automated Intelligent Manufacturing Applications,2020,,"The objective of this paper is to develop a modular Robot Operating System (ROS) based autonomous mobile industrial robot system for automated intelligent manufacturing applications. We propose a finite state machine based method to integrate and manage various modular functions on the mobile manipulator which makes it have a great talent on mobility and manipulation. For mobility, we perform simultaneous localization and mapping (SLAM) on our robot to build a map and locate itself. We also develop navigation and collision avoidance strategies, so that it can navigate to anywhere it plans in the indoor environment. For manipulation, we use an RGB-D camera on the end effector to perform eye-in-hand system which given an image and point cloud, leveraging the learning-based object detection and shape-based grasping pose estimation to achieve flexible manipulation capabilities. In the experiments, we have developed an Autonomous Mobile Industrial Robot (AMIR) with a carefully designed mechanism and a fully modular ROS environment in our robotics lab at NTU. In the experiments, we construct an intelligent industrial scenario: collecting materials and delivering products from one place to another. Using our ROS based architecture to control the data/command flow between functions, we have successfully completed the demonstration of the system and proved the stability of the system.",OBSTACLE AVOIDANCE; MOTION; ENVIRONMENT; NAVIGATION,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC1 met: Appears focused on single-task / traditional industrial robot tasks (welding/painting/assembly/etc.).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots.",Ambas,Não,
Web of Science,"Ouyang, F; Zhang, T",Virtual Velocity Vector-based Offline Collision-free Path Planning of Industrial Robotic Manipulator,2015,http://dx.doi.org/10.5772/60127,"Currently, industrial robotic manipulators are applied in many manufacturing applications. In most cases, an industrial environment is a cluttered and complex one where moving obstacles may exist and hinder the movement of robotic manipulators. Therefore, a robotic manipulator not only has to avoid moving obstacles, but also needs to fulfill the manufacturing requirements of smooth movement in fixed tact time. Thus, this paper proposes a virtual velocity vector-based algorithm of offline collisionfree path planning for manipulator arms in a controlled industrial environment. The minimum distance between a manipulator and a moving obstacle can be maintained at an expected value by utilizing our proposed algorithm with established offline collision-free path-planning and trajectory-generating systems. Furthermore, both joint space velocity and Cartesian space velocity of generated time-efficient trajectory are continuous and smooth. In addition, the vector of detour velocity in a 3D environment is determined and depicted. Simulation results indicate that detour velocity can shorten the total task time as well as escaping the local minimal effectively. In summary, our approach can fulfill both safety requirements of collision avoidance of moving obstacles and manufacturing requirements of smooth movement within fixed tact time in an industrial environment.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC2 met: Article focuses on excluded sectors (military/space/domestic/entertainment). ; EC1 met: Appears focused on single-task / traditional industrial robot tasks (welding/painting/assembly/etc.).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC5 Not Satisfied: Year (2015) is outside 2020–2025. EC2 Met: Focus appears to be on excluded sectors (military, space, domestic, entertainment).",Ambas,Não,
Web of Science,"Ling, C; Xing, XY; Liu, LW; Zhang, L; Bai, XQ; Liu, CF",Design and Research of The Multifunctional Mobile Manipulator Based on ROS,2020,http://dx.doi.org/10.1109/AUTEEE50969.2020.9315546,"The mobile manipulator is a composite robot which has the characteristics of the mobile base and the manipulator, achieves the functions of each separate platform and completes more complex tasks. This paper proposes a multifunctional configuration of a mobile manipulator which could achieve multiple functions, including navigation and positioning, manipulator control, object pose estimation, indoor planar environment detection and object grasping. It could be widely used in the field of logistics sorting and complex assembly tasks.",,Não,Não,Igual,"IC2 not satisfied: No clear mention of practical application, measured impact, HRI analysis, enabling technologies, or implementation challenges in title/abstract. ; EC1 met: Appears focused on single-task / traditional industrial robot tasks (welding/painting/assembly/etc.).","IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges.",Ambas,Não,
Web of Science,"Hernandez, W; Hilarion, A; Martinez, C",A Collaborative Vacuum Tool for Humans and Robots,2020,http://dx.doi.org/10.1007/978-3-030-40309-6_13,"This paper presents the design and implementation of a tool for Human-Robot collaborative tasks. Industry 4.0 proposes a new scenario where robots can safely work in direct cooperation with humans, within a defined workspace. These robots are called collaborative robots or COBOTS. In this paper, we propose a tool that can be used by a robot and/or an operator for pick and place tasks. The tool was designed to meet certain criteria for the robot, so that it can identify it, hold it, and perform the task. Additionally, it was designed to comply with ergonomic parameters for the human operator. A prototype of the tool was printed with a FusedForm 3D printer. This prototype was used for a test where a robot and an operator will use the tool for picking plastic bottles from a worktable. An UR3 robot was used in the test. It was equipped with a camera in charge of identifying and estimating the position of the tool using ArUco codes placed on the tool. Results show the functionality of the tool for both the robot and the human operator. Additionally, ergonomic tests provided insights to improve the handling system of the tool for the human operator.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC2 met: Article focuses on excluded sectors (military/space/domestic/entertainment).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). EC2 Met: Focus appears to be on excluded sectors (military, space, domestic, entertainment).",Ambas,Não,
Web of Science,"Noh, S; Park, J",System Design for Automation in Multi-Agent-Based Manufacturing Systems,2020,http://dx.doi.org/10.23919/iccas50221.2020.9268357,"This paper proposes a system design for automation in multi-agent-based manufacturing systems to conduct a given complex task automatically by controlling multiple robotic manipulators in a systematic manner. To this end, the proposed system is designed with three-module configurations: environmental perception, task planning, and motion planning. The environmental perception module utilizes a vision sensor to recognize all objects placed on the workspace and extract their unique ID, size, and pose. The task planning module divides a given task into primitive skill levels and distributes each primitive skill to the associated robotic manipulator with the relevant object information in a systematic manner for robotic manipulators not to collide with each other. The motion planning module determines the motion of a robotic arm and a robotic hand by solving inverse kinematics for the robotic arm and by opening or closing two fingers. The proposed system has been tested and verified in real robot environments through a complex task peg in hole that requires at least two robotic manipulators.",SYSTEMS,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC2 met: Article focuses on excluded sectors (military/space/domestic/entertainment).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. EC2 Met: Focus appears to be on excluded sectors (military, space, domestic, entertainment).",Ambas,Não,
Web of Science,"Diankov, R; Srinivasa, SS; Ferguson, D; Kuffner, J",Manipulation Planning with Caging Grasps,2008,,"We present a novel motion planning algorithm for performing constrained tasks such as opening doors and drawers by robots such as humanoid robots or mobile manipulators. Previous work on constrained manipulation transfers rigid constraints imposed by the target object motion directly into the robot configuration space. This often unnecessarily restricts the allowable robot motion, which can prevent the robot from performing even simple tasks, particularly if the robot has limited reachability or low number of joints. Our method computes caging grasps specific to the object and uses efficient search algorithms to produce motion plans that satisfy the task constraints. The major advantages of our technique significantly increase the range of possible motions of the robot by not having to enforce rigid constraints between the end-effector and the target object. We illustrate our approach with experimental results and examples running on two robot platforms.",ARM,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC2 met: Article focuses on excluded sectors (military/space/domestic/entertainment).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. IC5 Not Satisfied: Year (2008) is outside 2020–2025. EC2 Met: Focus appears to be on excluded sectors (military, space, domestic, entertainment).",Ambas,Não,
Web of Science,"Zhao, LJ; Liu, YH; Wang, K; Liang, PD; Li, RF",An Intuitive Human Robot Interface for Tele-operation,2016,,"This paper proposed an intuitive human robot interface for real-time tele-operation, where human operator can operate the Baxter robot to implement complicated tasks in unstructured and uncertain environment intuitively and efficiently. Firstly, In this paper a new method for building an human robot interaction interface is proposed. In addition, workspace mapping between master and slave manipulator is a key problem of human robot interaction (HRI) when there are huge difference in size and structure of human and robot's manipulators. So, the workspace mapping method between human arm and Baxter Robot manipulator and the inverse kinematics approach for solving 7-DOF redundant manipulator by using Kinect sensor were also discussed in detail. In the end, an experiment was employed to validate the performance of proposed interface.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC2 met: Article focuses on excluded sectors (military/space/domestic/entertainment).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC5 Not Satisfied: Year (2016) is outside 2020–2025. EC2 Met: Focus appears to be on excluded sectors (military, space, domestic, entertainment).",Ambas,Não,
Web of Science,"Apoorva; Gautam, R; Kala, R",Motion Planning for a Chain of Mobile Robots Using A* and Potential Field,2018,http://dx.doi.org/10.3390/robotics7020020,"Traditionally, motion planning involved navigating one robot from source to goal for accomplishing a task. Now, tasks mostly require movement of a team of robots to the goal site, requiring a chain of robots to reach the desired goal. While numerous efforts are made in the literature for solving the problems of motion planning of a single robot and collective robot navigation in isolation, this paper fuses the two paradigms to let a chain of robot navigate. Further, this paper uses SLAM to first make a static map using a high-end robot, over which the physical low-sensing robots run. Deliberative Planning uses A* algorithm to plan the path. Reactive planning uses the Potential Field Approach to avoid obstacles and stay as close to the initial path planned as possible. These two algorithms are then merged to provide an algorithm that allows the robot to reach its goal via the shortest path possible while avoiding obstacles. The algorithm is further extended to multiple robots so that one robot is followed by the next robot and so on, thus forming a chain. In order to maintain the robots in a chain form, the Elastic Strip model is used. The algorithm proposed successfully executes the above stated when tested on Amigobot robots in an office environment using a map made by the Pioneer LX robot. The proposed algorithm works well for moving a group of robots in a chain in a mapped environment.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. IC5 Not Satisfied: Year (2018) is outside 2020–2025.",Ambas,Não,
Web of Science,"Miranda, DSS; de Souza, LE; Bastos, GS",A ROSPlan-based multi-robot navigation system,2018,http://dx.doi.org/10.1109/LARS/SBR/WRE.2018.00053,"Multi-robot systems is a growing research field in robotics and artificial intelligence. Applying multiple robots on single robot systems, generally increase the execution robustness while minimizing its time. Besides this, if the execution requires joint or cooperative actions there isn't better option. This paper proposes a multi-robot version of RosPlan, which that is a framework for embedding a generic task planner in a ROS system. The main contributions include a new method to dispatch the actions; a system to ensure that each robot execute only its actions and a new ROS Package for multi-robot navigation.",TORQUE,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. IC5 Not Satisfied: Year (2018) is outside 2020–2025.",Ambas,Não,
Web of Science,"Borst, C; Wimböck, T; Schmidt, F; Fuchs, M; Brunner, B; Zacharias, F; Giordano, PR; Konietschke, R; Sepp, W; Fuchs, S; Rink, C; Albu-Schäffer, A; Hirzinger, G",Rollin' Justin - Mobile Platform with Variable Base,2009,,"Research on humanoid robots for use in servicing tasks, e.g. fetching and delivery, attracts steadily more interest. With Rollin' Justin a mobile robotic system and research platform is presented that allows sophisticated control algorithms and dexterous manipulation. This video gives an overview of the mobile humanoid robotic system Rollin' Justin with special emphasis on mechanical design features, control issues and high-level system capabilities such as human robot interaction.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. IC5 Not Satisfied: Year (2009) is outside 2020–2025.",Ambas,Não,
Web of Science,"Yuan, F; Zhang, L; Zhang, HY; Li, DZ; Zhang, TW",Distributed Teleoperation System for Controlling Heterogeneous Robots Based on ROS,2019,http://dx.doi.org/10.1109/arso46408.2019.8948758,"In this paper, we propose a distributed teleoperation system for controlling heterogeneous robots, which improve the problem of the communication of different kinds of robots based on the robot operating system (ROS). The system includes modules for massive data management and multi-level communication, which improves the reuse rate of software code and the flexibility of the robot hardware system by adjusting the overall architecture of the system and decoupling of software and hardware. In our experiments, the distributed control system of the heterogeneous robot was used on the distributed communication and control of the wheeled mobile robot and the humanoid robot, and the remote operation of the heterogeneous robot in the wireless network was successfully realized through the keyboard.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. IC5 Not Satisfied: Year (2019) is outside 2020–2025.",Ambas,Não,
Web of Science,"Garcia, I; Gonçalves, F; Ribeiro, T; Fernandes, P; Rocha, C; Boucinha, R; Lopes, G; Ribeiro, AF",Autonomous 4DOF Robotic Manipulator Prototype for Industrial Environment and Human Cooperation,2019,http://dx.doi.org/10.1109/icarsc.2019.8733639,"This paper describes the design and development of an autonomous robotic manipulator with four degrees of freedom. The manipulator is named RACHIE - Robotic Arm for Collaboration with Humans in Industrial Environment. The idea was to create a smaller version of the industrial manipulators available on the market. The mechanical and electronic components are presented as well as the software algorithms implemented on the robot. The manipulator has as its primary goal the detection and organization of cans by color and defects. The robot can detect a human operator so it can deliver defective cans by collaborating with him/her on an industrial environment. To be able to perform such task, the robot has implemented a machine learning algorithm, a Haar feature-based cascade classifier, on its vision system to detect cans and humans. On the handler motion, direct and inverse kinematics were calculated and implemented, and its equations are described in this paper. This robot presents high reliability and robustness in the task assigned. It is low-cost as it is a small version of commercial ones, making it optimized for smaller tasks.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services).,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC5 Not Satisfied: Year (2019) is outside 2020–2025.",Ambas,Não,
Web of Science,"He, ZM; Yuan, F; Chen, DS; Wang, M",Dynamic Obstacle Avoidance Planning for Manipulators of Home,2019,,"With the maturity of robotics and serious aging situation, home service robots have been prevailing around the world, which requires the robotic arm of home service robots to be flexible for obstacle avoidance to work in complex and changing home environment. Based on the actual requirements of home service robots, this paper proposes an obstacle avoidance planning algorithm based on improved artificial potential field method for dynamic obstacle avoidance of redundant manipulators. The velocity of the target object and obstacle were introduced into the end-planned field structure to plan a collision-free path for the end of the arm and track the dynamic target point. Meanwhile, the deviation speed of the arm member in the obstacle repulsive field was added to ensure obstacle avoidance. Finally, the effectiveness of the algorithm was verified in the simulation environment.",,Não,Não,Igual,IC1 not fully satisfied: Title/abstract do not clearly indicate multifunctional robots or collaborative robots in the target sectors (logistics/healthcare/field services). ; EC3 potentially met: Abstract mentions simulation without evidence of real-world application or validated prototype.,"IC1 Not Satisfied: Does not clearly focus on target sectors (Logistics, Healthcare, Field Services). IC1 Not Satisfied: Does not clearly focus on multifunctional or collaborative (cobot/HRI) robots. IC2 Not Satisfied: Abstract lacks focus on practical applications, impacts, HRI analysis, or implementation challenges. IC5 Not Satisfied: Year (2019) is outside 2020–2025.",Ambas,Não,
